id,LOCATION,AGE,HEIGHT,WEIGHT,WINGSPAN,X0.10M,X0.30M,X0.40M,X30.40M,TRIPLE.BROAD.JUMP,SINGLE.BROAD.JUMP,ABSOLUTE.6SEC.PEAK.POWER,RELATIVE.6SEC.PEAK.POWER,UB.PUSH,UB.PULL,LB.PUSH,CONCEPT.TOTAL,ARM.LEG.BIKE,NA.,HEIGHT.1,WEIGHT.1,WINGSPAN.1,X0.10M.1,X0.30M.1,X0.40M.1,X30.40M.1,TRIPLE.BROAD.JUMP.1,SINGLE.BROAD.JUMP.1,ABSOLUTE.6SEC.PEAK.POWER.1,RELATIVE.6SEC.PEAK.POWER.1,UB.PUSH.1,UB.PULL.1,LB.PUSH.1,CONCEPT.TOTAL.1,ARM.LEG.BIKE.1,CUMULATIVE..PHYSICAL.TESTS.
444,Toronto,15.5260274,180,77.75,185.4,2.1,5.1,6.57,1.47,5.74,1.92,958,12.32154341,188,260,512,960,64,#N/A,1.552644543,1.418907796,1.502204255,-1.417036125,-1.629339983,-1.611410825,-1.125219142,-1.274600218,-1.151627825,0.751440537,-0.490672538,-0.698352234,-0.212277844,0.248302805,-0.113734505,0.04684094,-0.688715429
445,AB,17.7,169,60.9,178.5,2.18,5.19,6.64,1.45,5.89,2.06,651,10.68965517,253,345,400,998,68,#N/A,0.095650258,-0.221392603,0.749941728,-1.980503245,-1.956503678,-1.80046948,-0.973588544,-1.065321002,-0.525921103,-1.100331108,-1.385919196,0.461446,0.951083336,-0.709351928,0.055031406,0.922657591,-0.654804136
446,Toronto,16.22465753,168.5,54.1,176.4,2.08,5.18,6.7,1.52,5.57,1.86,594,10.97966728,149,169,292,610,64,#N/A,0.029423245,-0.883353595,0.520992264,-1.276169344,-1.920152156,-1.962519755,-1.504295637,-1.51178333,-1.419787849,-1.444145388,-1.226819837,-1.394231175,-1.457758636,-1.632804707,-1.668157372,0.04684094,-1.264487871
447,ATLANTIC,18,176.5,75.2,183.2,2.04,5.12,6.74,1.62,5.55,1.83,903,12.00797872,315,430,574,1319,65,#N/A,1.089055452,1.170672424,1.262352435,-0.994435784,-1.702043027,-2.070553272,-2.262448628,-1.539687226,-1.553867861,0.419689916,-0.662692736,1.567715084,2.114444516,0.778433104,1.480659236,0.265795103,-0.505295779
448,ATLANTIC,14.4,164,72.8,169.1,2.02,5.17,6.76,1.59,5.5,1.83,844,11.59340659,224,289,506,1019,63,#N/A,-0.566619871,0.937039133,-0.274879685,-0.853569004,-1.883800635,-2.124570031,-2.035002731,-1.609446965,-1.553867861,0.063811978,-0.89012517,-0.056002443,0.184633618,0.196999873,0.148296778,-0.172113222,-0.929591722
449,AB,19.2,173,76.6,175.5,2.22,5.31,6.86,1.55,5.69,1.85,769,10.03916449,281,399,454,1134,70,#N/A,0.625466362,1.30695851,0.422871065,-2.262236805,-2.392721937,-2.394653823,-1.731741534,-1.344359957,-1.464481186,-0.388575232,-1.742775502,0.961051393,1.690159851,-0.247625539,0.659035721,1.360565916,-0.692437529
450,AB,17,172.5,59.7,173,2.18,5.41,6.96,1.55,5.23,1.75,576,9.648241206,147,205,419,771,61,#N/A,0.559239349,-0.338209249,0.150312178,-1.980503245,-2.756237153,-2.664737616,-1.731741534,-1.986149554,-1.911414559,-1.552718318,-1.957234285,-1.429917274,-0.96504096,-0.546892643,-0.953122853,-0.610021548,-1.634253171
451,Quebec,14.8,176,65.6,182.3,2.18,5.39,6.99,1.6,5.44,1.85,644,9.817073171,224,216,378,818,64,#N/A,1.022828439,0.236139259,1.164231236,-1.980503245,-2.68353411,-2.745762753,-2.11081803,-1.693158651,-1.464481186,-1.142553915,-1.864613817,-0.056002443,-0.814488337,-0.897462679,-0.744386068,0.04684094,-1.40021607
452,AB,14.6,162.5,48.3,168,2.11,5.44,7.11,1.67,4.93,1.56,509,10.53830228,147,160,227,534,64,#N/A,-0.76530091,-1.447967382,-0.394805595,-1.487469515,-2.865291718,-3.069863304,-2.641525123,-2.404707987,-2.760587968,-1.956850892,-1.468950724,-1.429917274,-1.580938055,-2.188586471,-2.005689194,0.04684094,-1.780474054
453,Quebec,15.2,155.7,55.5,156.7,2.14,5.54,7.27,1.73,5.75,1.79,511,9.207207207,129,203,326,658,52,#N/A,-1.665988286,-0.747067508,-1.626771762,-1.698769685,-3.228806934,-3.501997372,-3.096416918,-1.26064827,-1.73264121,-1.944787233,-2.199183583,-1.75109217,-0.992414164,-1.342088091,-1.454979379,-2.580609011,-2.199483523
